Ecoli_Full_Process,Ecoli_Min_Process,Salmonella_Full_Process,Salmonella_Min_Process,Ecoli_Full_WT,Ecoli_Full_DTA/DL,Ecoli_Full_DTA,Ecoli_Min_WT,Ecoli_Min_DTA/DL,Ecoli_Min_DTA,Salmonella_Full_WT,Salmonella_Full_DTA,Salmonella_Full_DTA/IL,Salmonella_Min_WT,Salmonella_Min_DTA,Salmonella_Min_DTA/IL,fp_dist,ind_dist,sf_only_dist,sm_only_dist,ef_only_dist,em_only_dist,sf_focus_dist,sm_focus_dist,ef_focus_dist,em_focus_dist
0.0,13.0,13.0,1.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,13.0,2.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,13.0,3.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2641.226047664736,30876.2794539452,30876.2794539452,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,13.0,4.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2639.966848161774,30876.24853491096,31646.13499832976,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,13.0,5.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,13.0,6.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,13.0,7.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2639.966848161774,30876.24853491096,30876.24853491096,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,13.0,8.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2638.476899749059,30860.88791907596,31646.13499832976,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,13.0,9.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,13.0,10.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,13.0,11.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2638.476899749059,30860.88791907596,30860.88791907596,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,13.0,12.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2641.226047664736,30876.2794539452,31646.13499832976,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,13.0,13.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,13.0,14.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,13.0,15.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2641.226047664736,30876.2794539452,30876.2794539452,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,14.0,0.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2641.226047664736,30876.2794539452,31646.13499832976,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,14.0,1.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,14.0,2.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,14.0,3.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2641.226047664736,30876.2794539452,30876.2794539452,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,14.0,4.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2639.966848161774,30876.24853491096,31646.13499832976,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,14.0,5.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,14.0,6.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,14.0,7.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2639.966848161774,30876.24853491096,30876.24853491096,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,14.0,8.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2638.476899749059,30860.88791907596,31646.13499832976,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,14.0,9.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,14.0,10.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,14.0,11.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2638.476899749059,30860.88791907596,30860.88791907596,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,14.0,12.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2641.226047664736,30876.2794539452,31646.13499832976,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,14.0,13.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,14.0,14.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,14.0,15.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2641.226047664736,30876.2794539452,30876.2794539452,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,13.0,15.0,0.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,30691.209714847097,2641.226047664736,30876.2794539452,31646.13499832976,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,13.0,15.0,1.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,30691.209714847097,2367.5872092539425,2367.5872092539425,2367.5872092539425,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,13.0,15.0,2.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,30691.209714847097,2367.5872092539425,2367.5872092539425,2367.5872092539425,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,13.0,15.0,3.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,30691.209714847097,2641.226047664736,30876.2794539452,30876.2794539452,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,13.0,15.0,4.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,30691.209714847097,2639.966848161774,30876.24853491096,31646.13499832976,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,13.0,15.0,5.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,30691.209714847097,2367.5872092539425,2367.5872092539425,2367.5872092539425,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,13.0,15.0,6.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,30691.209714847097,2367.5872092539425,2367.5872092539425,2367.5872092539425,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,13.0,15.0,7.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,30691.209714847097,2639.966848161774,30876.24853491096,30876.24853491096,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,13.0,15.0,8.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,30691.209714847097,2638.476899749059,30860.88791907596,31646.13499832976,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,13.0,15.0,9.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,30691.209714847097,2367.5872092539425,2367.5872092539425,2367.5872092539425,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,13.0,15.0,10.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,30691.209714847097,2367.5872092539425,2367.5872092539425,2367.5872092539425,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,13.0,15.0,11.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,30691.209714847097,2638.476899749059,30860.88791907596,30860.88791907596,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,13.0,15.0,12.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,30691.209714847097,2641.226047664736,30876.2794539452,31646.13499832976,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,13.0,15.0,13.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,30691.209714847097,2367.5872092539425,2367.5872092539425,2367.5872092539425,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,13.0,15.0,14.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,30691.209714847097,2367.5872092539425,2367.5872092539425,2367.5872092539425,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,13.0,15.0,15.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,30691.209714847097,2641.226047664736,30876.2794539452,30876.2794539452,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,14.0,0.0,0.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,31495.002728105825,2641.226047664736,30876.2794539452,31646.13499832976,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,14.0,0.0,1.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,31495.002728105825,2367.5872092539425,2367.5872092539425,2367.5872092539425,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,14.0,0.0,2.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,31495.002728105825,2367.5872092539425,2367.5872092539425,2367.5872092539425,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,14.0,0.0,3.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,31495.002728105825,2641.226047664736,30876.2794539452,30876.2794539452,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,14.0,0.0,4.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,31495.002728105825,2639.966848161774,30876.24853491096,31646.13499832976,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,14.0,0.0,5.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,31495.002728105825,2367.5872092539425,2367.5872092539425,2367.5872092539425,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,14.0,0.0,6.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,31495.002728105825,2367.5872092539425,2367.5872092539425,2367.5872092539425,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,14.0,0.0,7.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,31495.002728105825,2639.966848161774,30876.24853491096,30876.24853491096,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,14.0,0.0,8.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,31495.002728105825,2638.476899749059,30860.88791907596,31646.13499832976,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,14.0,0.0,9.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,31495.002728105825,2367.5872092539425,2367.5872092539425,2367.5872092539425,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,14.0,0.0,10.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,31495.002728105825,2367.5872092539425,2367.5872092539425,2367.5872092539425,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,14.0,0.0,11.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,31495.002728105825,2638.476899749059,30860.88791907596,30860.88791907596,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,14.0,0.0,12.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,31495.002728105825,2641.226047664736,30876.2794539452,31646.13499832976,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,14.0,0.0,13.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,31495.002728105825,2367.5872092539425,2367.5872092539425,2367.5872092539425,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,14.0,0.0,14.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,31495.002728105825,2367.5872092539425,2367.5872092539425,2367.5872092539425,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,14.0,0.0,15.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,496.2777415413502,30691.209714847097,31495.002728105825,2641.226047664736,30876.2794539452,30876.2794539452,12,"[0, 3, 2, 2, 3, 5, 5, 4]",0,3,2,2,3,5,5,4
0.0,14.0,1.0,0.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2641.226047664736,30876.2794539452,31646.13499832976,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,14.0,1.0,1.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,14.0,1.0,2.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,14.0,1.0,3.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2641.226047664736,30876.2794539452,30876.2794539452,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,14.0,1.0,4.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2639.966848161774,30876.24853491096,31646.13499832976,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,14.0,1.0,5.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,14.0,1.0,6.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2367.5872092539425,2367.5872092539425,2367.5872092539425,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
0.0,14.0,1.0,7.0,24604.279033676023,24176.04940421059,24604.279033676023,457.8698155194051,457.8698155194051,457.8698155194051,199.57593003639528,199.57593003639528,199.57593003639528,2639.966848161774,30876.24853491096,30876.24853491096,20,"[2, 3, 2, 2, 11, 7, 9, 4]",2,3,2,2,11,7,9,4
